key,en,fr,fr_CA,fr_FR,da,ru,sv,de,es,pt
WrittenJFL,"The software is written and maintained by Jean-François Lamy, IWF International Technical Official Category 1.","Le système a été écrit et est mis à jour par Jean-François Lamy, Officiel Technique IWF catégorie 1",,,"The software is written and maintained by Jean-François Lamy, IWF International Technical Official Category 1.",Данная система разработана и поддерживается Жан-Франсуа Лами. IWF Судья 1-й Международной Категории.,"Programvaran är skriven och underhållen av Jean-Fran√ßois Lamy, IWFs internationella tekniska officiella kategori 1.","Die Software wird von Jean-François Lamy, IWF International Technical Official Category 1, geschrieben und gewartet.","El software está escrito y mantenido por Jean-François Lamy, IWF International Technical Official Category 1.","O software foi escrito e mantido por Jean-François Lamy, Categoria IWF Técnico Internacional Oficial 1."
YearOfBirth,Year of Birth,Année de naissance,,,Fødselsår,Год рождения,Födelseår,Geburtsjahr,año de Nacimiento,Ano de Nascimento
dark,White on black,Blanc sur noir,,,Hvid på Sort,Результаты на чёрном фоне,Vitt på svart,Weiss auf Schwarz,Blanco y Negro,Fundo Preto
light,Black on white,Noir sur blanc,,,Sort på Hvid,Результаты на белом фоне,Svart på vitt,Schwarz auf Weiss,Negro y Blanco,Fundo Branco
darkModeSelect,"After opening, click on the board to select white on black or black on white.","Après l'ouverture, cliquer sur l'écran pour choisir blanc sur noir ou noir sur blanc.",,,Efter åbning skal du klikke på [Hvid på Sort] eller [Sort på Hvid].,После открытия кликнуть мышкой по экрану и выбрать белый или черный фон результатов.,Efter öppning ska du klicka på vitt på svart eller svart på vitt,"Klicken Sie nach dem Öffnen auf die Tafel, um Weiss auf Schwarz oder Schwarz auf Weiss auszuwählen.","Despues de abrir, haga clic en blanco sobre negro o negro sobre blanco.","Após a abertura, clique no quadro para selecionar o fundo branco ou fundo preto."
Scoreboards,Scoreboards,Tableaux d'affichage,,,Resultattavler,Таблицы результатов,Resultattavlor,Anzeigetafeln,Marcadores,Resultados
refereeingDevices,"If refereeing devices are used, they are usually connected to this display.","Si des claviers d'arbitrage sont utilisés,  ils sont normalement connectés à cet appareil.",,,"Hvis der bruges dommerudstyr, er de normalt forbundet til dette display.","Если используются судейские устройства, они обычно подключаются к этому дисплею.","Om domarenheter används, är de vanligtvis anslutna till den här skärmen.","Wenn Geräte für die Kampfrichter verwendet werden, werden diese normalerweise an dieses Display angeschlossen.","Si se utilizan dispositivos de arbitraje, generalmente estén conectados a esta pantalla.","Se forem utilizados dispositivos de arbitragem, eles geralmente são conectados a esta tela."
Refereeing_Displays,Athlete-facing Timer/Down/Decisions,Chrono/Terre/Décisions (face à l'athlète),,,Atlet-vendt Timer/Nedsignal/Afgørelse,Экран решения для спортсмена,Lyftarens Timer/nersignal/Beslut,Athleten Timer Anzeige /Abzeichen / Wertung,Temporizador de cara al Atleta/Abajo/Decisiones,Tempo Voltado Para o Atleta /Descer/Decisão
Membership,Membership #,Nº membre,,,VL-Stat nr,Членский номер,Medlemskap #,Mitgliedschaft #,Numero de Miembro,Assinatura
Confirm,Confirm,Confirmer,,,Bekræft,Подтвердить,Anpassa,Bestätige,Confirmar,Confirmar
MedalsOnly,Medals Only,Médailles seulement,,,Vis medaljeplaceringer,Медалисты,Endast medaljer,Nur Medaillen,Solo Medallas,Apenas Medalhas
RecomputeRanks,Recompute Ranks,Recalculer les rangs,,,Genberegn placeringer,Перерасчёт мест,Räkna om ranking,Platzierung neu berechnen,Recalcular Ranking,Recalcular Ranks
TotalRank,Total Rank,Rang Total,,,Placering Tokamp,Место (C),Ranking Total,Gesamt Platzierung,Total Ranking,Classificação Total
InvalidYearFormat,Invalid year format (4 digits expected),Format d'année invalide (4 chiffres attendus),,,Ugyldigt år format (4 cifre forventet),Недопустимый формат года (требуется 4 цифры),Ogiltig år format (4 siffror förväntas),Falsches Jahresformat (4 Stellen erforderlich),Formato de año no valido (4 digitos esperados),Formato do Ano Inválido (4 dígitos esperados)
BreakType.Title,Break Type,Type de pause,,,Pause Type,Тип паузы,Paus typ,Art der Pause,Tipo de Pausa,Tipo de Pausa
BreakType.BEFORE_INTRODUCTION,Before Introduction,Avant la présentation,,,Før præsentation,До представления,Innan introduktion,Vor der Vorstellung,Antes Introducción,Antes da Introdução
BreakType.DURING_INTRODUCTION,Introduction,Présentation,,,Præsentation,Представление,Intruduction,Vorstellung,Introducción,Introdução
BreakType.FIRST_SNATCH,Before Snatch,Avant l'arraché,,,Før Træk,До рывка,Innan Ryck,Vor dem Reissen,Antes arranque,Antes do Arranco
BreakType.FIRST_CJ,Before Clean&Jerk,Avant l'épaulé-jeté,,,Før Stød,До толчка,Innan Stöt,Vor dem Stossen,Antes Envión,Antes do Arremesso
BreakType.JURY,Jury Decision,Décision du jury,,,Jury afgørelse,Решение жюри,Jury beslut,Jury Entscheidung,Decisión Jurado,Decisão do júri
BreakType.TECHNICAL,Technical Issue,Problème technique,,,Tekniske problemer,Техническая пауза,Tekniska problem,Technischer Fehler,Inconveniente Técnico,Problema Técnico
PublicMsg.BeforeIntroduction,Time before introduction,Décompte avant la présentation,,,Tid inden præsentation,Представление спортсменов через:,Tid tills defilering,Zeit bis zur Vorstellung,Tiempo antes de la Introducción,Tempo Antes da Introdução
PublicMsg.DuringIntroduction,Introduction,Présentation,,,Præsentation,Представление,Intruduction,Vorstellung,Introducción,Introdução
PublicMsg.TimeBeforeSnatch,Time before first lift,Décompte avant le premier lever,,,Tid inden første løft,Начало упражнения рывок через:,Tid tills första lyft,Zeit bis zur ersten Hebung,Tiempo Antes del Primer Levantamiento,Tempo Antes do Primeiro Levantador
PublicMsg.TimeBeforeCJ,Time before next lift,Décompte avant le prochain lever,,,Tid inden næste løft,Начало упражнения толчок через:,Tid till nästa lyft,Zeit bis zur nächsten Hebung,Tiempo Antes del Próximo Levantamiento,Tempo Antes do Proximo Levantador
PublicMsg.CompetitionPaused,Competition paused,Pause,,,Konkurrencen er på pause,Соревнования приостановлены,Tävling pusad,Wettkampf unterbrochen,Pausa Competencia,Competição Pausada
PublicMsg.JuryDeliberation,Jury Deliberation,Délibération du jury,,,Jury stop,Обсуждение жюри,Juryns överläggning,Jury Beratung,Deliberación del Jurado,Reunião do Júri
BreakButton.JuryDeliberation,Jury Deliberation,Délibération du jury,,,Jury stop,Обсуждение жюри,Juryns överläggning,Jury Beratung,Deliberación del Jurado,Reunião do Júri
BreakButton.Caption,Break Timer,Chronomètre de pause,,,Pause Timer,Остановить таймер,Paus timer,Break Timer,Temporizador de Descanso,Pausa
BreakButton.Paused,Paused,En pause,,,Pause,Пауза,Pausad,Unterbrochen,Pausado,Pausado
BreakButton.ToStartCaption,Countdown to start / Break Timer,Décompte avant début / Chrono de pause,,,Nedtælling til start / Break Timer,Таймер до начала,Nedräkning till start / Paus Timer,Countdown bis zum Start / Break Timer,Cuenta Atrás para Comenzar/ Descanso,Contagem Regressiva para Iniciar / Pausa
StartNumbersNotSet,Start numbers were not assigned. Use the Weigh-in page.,Les numéros de départ n'ont pas été attribués. Utiliser la page de pesée.,,,Startnumre er ikke tildelt. Brug Invejningssiden.,Стартовые номера не назначены. Используйте страницу взвешивания.,Startnummer tilldelas inte. Använd vägningssidan.,Startnummern nicht zugeordnet. Benutze die Seite für Wiegen.,Los numeros de partida no han sido asignados. Utilice la pagina de pesaje.,Os números iniciais dos atletas não foram atribuídos. Use a página de pesagem.
Competition.mastersGenderEquality,Masters: use W75 and W80+ age groups,Masters: utiliser groupes d'âge W75 et W80+,,,Masters: Brug aldersgrupper W75 og W80+,Ветераны: используйте возрастные группы M/W75 и M/W80+,Masters: använd åldersgrupper W75 och W80+,Masters: benutze W75 und W80+ Altersklassen,Masters: use los grupos de edad W75 y W80+,Masters: use as faixas etárias W75 e W80+
Division.DEFAULT,DEFAULT,Par défaut,,,DEFAULT,DEFAULT(по умолчанию),DEFAULT,STANDARD,DEFECTO,PADRÃO
Division.MASTERS,Masters,Masters,Masters,Masters,Masters,Ветераны,Masters,Masters,Masters,Masters
Division.Special,Special,Spécial,,B,Special,Special,Special,Special,Especial,Especial
Division.U,By Age Group,Par groupes d'âge,,,Aldersinddelt,Возрастная кат.,Åldersdelning,Altersklasse,Grupo de Edad,Divisão de idade
Division.IWF,IWF,IWF,,,IWF,IWF,IWF,IWF,IWF,IWF
Division.OLY,Olympics,Olympiques,,,Olympisk,Olympics,Olympics,Olympisch,Olímpico,Olímpica
AgeDivision,Competition type,Type de compétition,,,Stævne type,Возрастные группы,Competition type,Wettkampf Art,Tipo de Competencia,Tipo de Competição
EditAgeGroups,Edit Age Groups and Categories,Éditer les groupes d'âge et les catégories,,,Redigér Aldersgrupper og Kategorier,Редактирование возрастных групп,Edit Age Groups and Categories,Bearbeite Altersklassen,Editar Grupos de Edad y Categorías,Editar Faixas Etárias e Categorias
DefineAgeGroups,Define Age Groups and Categories,Définir les groupes d'âge et les catégories,,,Definér Aldersgrupper,Определение возрастных групп,Define Age Groups and Categories,Definiere Altersklassen,Definir Grupos de Edades y Categorías,Definir Grupos de Idades e Categorias
MinimumAge,Minimum Age (incl.),Âge minimum (incl.),,Age minimum,Minimum Alder (inkl.),Минимальный возраст,Minimum Age (incl.),Minimales Alter,Edad Minima (incl.),Idade Minima
MaximumAge,Maximum Age (incl.),Âge maximum (incl.),,Age maximum,Maximum Alder (inkl.),Максимальный возраст,Maximum Age (incl.),Maximales Alter,Edad Maxima (incl.),Idade Máxima
BodyWeightCategories,Bodyweight Categories,Catégories de poids,,,Vægtklasser,Весовые категории,Bodyweight Categories,Gewichtsklassen,Categorías de Peso Corporal,Categorias de Peso Corporal
Category_no_match_age,Category does not match the age of the athlete.,La catégorie ne correspond pas à l'âge de l'athlète.,,,Kategorien passer ikke til atletens alder.,Категория не соответствует возрасту спортсмена.,Category does not match the age of the athlete.,Die Gewichtsklasse entspricht nicht dem Alter des Athleten.,La categoría no coincide con la edad del Atleta.,A categoria não corresponde à idade do atleta.
Preparation_AgeGroups,Age Groups,Groupes d'âge,,,Forberedelse - Aldersgrupper,Подготовка возрастных групп,Age Groups,Vorbereitung – Altersklassen,Grupos de Edad,Grupos por Faixa Etária
AgeGroup.JR,JR,JR,,,JR,JR,JR,JR,JR,JR
AgeGroup.SR,SR,SR,,,SR,SR,SR,SR,SR,SR
AgeGroup.YTH,YTH,JEU.,,,UNG,YTH,YTH,JGD,YTH,YTH
ResetCategories.ResetAthletes,Reassign athletes,Réassigner les athlètes,,,Genberegn atleter,Обновить категории,Reassign athletes,Neuberechnug der Gewichtsklassen,Reasignar Atletas,Reatribuir Atletas
ResetCategories.ResetCategories,Reassign categories,Réassigner les catégories,,,Genberegn kategorier,Обновление категорий,Reassign categories,Neuberechnug der Gewichtsklassen,Reasignar Categorías,Reatribuir Categorias
ResetCategories.Warning_ResetCategories,Beware! This will reassign each athlete's category based on the active age groups.<br>You should review athletes that are eligible in several age groups to confirm the proper assignment.,Attention! Ceci va réaffecter les athlètes à leur catégorie selon les groupes d'âges actifs. <br>Vous devrez vérifier les athlètes qui sont admissibles à plus d'un groupe d'âge s'ils peuvent s'inscrire ailleurs qu'à leur catégorie de défaut.,,,Advarsel! Dette vil indstille alle kategorier til default værdier baseret på aktive aldersgrupper.<br>Du bør kontrollere alle atleter der kan passe ind i flere aldersklasser for om de afviger fra default reglen.,"Внимание! Это приведёт к обновлению (переназначению) всех категорий.<br>Проверьте спортсменов, которые имеют право на участие в других возрастных группах.",Beware! This will reassign each athlete's category based on the active age groups.<br>You should review athletes that are eligible in several age groups if they can derogate from the default rule.,"Achtung! Dadurch werden alle Gewichtsklassen basierend auf den aktiven Altersklassen auf den Standardwert zurückgesetzt.<br>Sie sollten Athleten prüfen, die in mehreren Altersklassen zugelassen sind, wenn sie von der Standardregel abweichen können.",Cuidado! Esto reasignará la categoría de cada atleta en función de los grupos de edad activos. <br> Debe revisar los atletas que son elegibles en varios grupos de edad para confirmar la asignación adecuada.,"Cuidado! Isso reatribuirá a categoria de cada atleta com base nas faixas etárias ativas. <br> Você deve revisar os atletas que são elegíveis em várias faixas etárias, se puderem ignorar a regra padrão."
ResetCategories.ResetCategoriesMouseOver,Recompute categories based on currently active age groups.,Recalculer les catégories sur la base des groupes d'âge activés.,,,Genberegn kategorier baseret på aktive alders grupper,Обновите категории на основе текущих активных возрастных групп.,Recompute categories based on currently active age groups.,Berechnen Sie die Gewichtsklassen basierend auf den derzeit aktiven Altersklassen neu.,Recalcule las categorías según los grupos de edad actualmente activos.,Recalcular as categorias com base nas faixas etárias atualmente ativas.
ResetCategories.CategoriesReset,Categories have been recomputed.,Les catégories ont été recalculées.,,,Kategorier er blevt genberegnet,Категории были обновлены.,Categories have been recomputed.,Gewichtsklassen wurden neu berechnet.,Las categorías han sido recalculadas.,As categorias foram recalculadas.
AgeFormat,Age must be a number between 0 and 999 inclusively.,L'âge doit être entre 0 et 999 inclusivement.,,,Alder skal være et tal mellem 0 og 999 ,Возраст должен быть от 0 до 999 включительно.,Age must be a number between 0 and 999 inclusively.,Das Alter muss eine Zahl zwischen 0 und 999 beinhalten.,La edad debe ser un número entre 0 y 999 inclusive.,"A idade deve ser um número entre 0 e 999, inclusive."
AddNewCategory,Add Category,Ajouter catégorie,,,Tilføj kategori,Добавить категорию,Add Category,Gewichtsklasse hinzufügen,Agregar categoría,Adicionar Categoria
LimitForCategory,≤ max kg,≤ max kg,,,≤ max kg,≤ max кг,≤ max kg,≤ max kg,≤ max kg,≤ max kg
AgeGroupCode,Display Short Code,Code d'affichage bref,,,Vis Short Code,Код отображения,Display Short Code,Funktionscode anzeigen,Mostrar código corto,Exibir código curto
CodeMustBeShort,Code should have less than 5 characters,Le code devrait avoir moins de 5 caractères.,,,Koden skal være kortere end 5 karakterer,Код должен быть менее 5 символов,Code should have less than 5 characters,Der Code sollte weniger als 5 Zeichen haben,El código debe tener menos de 5 caracteres.,O código deve ter menos de 5 caracteres
ResetCategories.ReloadAgeGroups,Load Definition File,Charger fichier de définition,,,Load Definitionsfil,Загрузить файл определения,Load Definition File,Definitionsdatei laden,Cargar archivo de definición,Carregar arquivo de definição
ResetCategories.AvailableDefinitions,Available Definitions,Définitions disponibles,,,Tilgængelige definitioner,Выбор шаблонов определения,Available Definitions,Verfügbare Definitionen,Definiciones Disponibles,Definições Disponíveis
ResetCategories.PleaseSelectDefinitionFile,Please select a definition file,Choisir un fichier de définition.,,,Vælg venligst en Definitionsfil,"Пожалуйста, выберите файл определения",Please select a definition file,Bitte wählen Sie eine Definitionsdatei,Por favor seleccione un archivo de definición,"Por favor, selecione um arquivo de definição"
ThanksToTranslators,Thanks to the translators (in random order):\u00a0,Merci aux traducteurs (dans un ordre aléatoire)\u00a0:\u00a0,,,Tak til oversættere (i tilfældig rækkefølge):\u00a0,Спасибо переводчикам (в случайном порядке):\u00a0,Tack till översättarna (i slumpmässig ordning):\u00a0,Dank an die Übersetzer (in zufälliger Reihenfolge):\u00a0,Gracias a los traductores (en orden aleatorio):\u00a0,Agradecimentos aos tradutores (em ordem aleatória): \u00a0
catAboveFormat,>{0},>{0},,,>{0},{0}+,>{0},>{0},>{0},>{0}
Leaders,Leaders,Meneurs,,,Leaders,Лидеры,Leaders,Rangliste,Líderes,Líderes
ScoreboardWLeadersTitle,Score+Leaders,Tableau+Meneurs,,,Score+Leaders,Лидеры потока (Б/В),Score+Leaders,Anzeigetafel +Rangliste,Puntuación + Líderes,Pontuação+Líderes
ScoreboardWLeadersButton,Scoreboard with Leaderboard,Tableau avec Meneurs,,,Scoreboard med Leaderboard,Таблица результатов с лидерами потока (Б/В),Scoreboard with Leaderboard,Anzeigetafel mit Rangliste,Marcador con tabla de clasificación,Resultado Com os Melhores
ScoreboardWLeadersMouseOver,"Current Group Scoreboard plus Top 3 lifters for Category, all around.",Tableau de résultats du groupe courant et Top 3 de la catégorie.,,,"Scoreboard Nuværende gruppe plus Top 3 løftere for vægtklassen, all around.",Экран результатов с лидерами потока (Б/В),"Current Group Scoreboard plus Top 3 lifters for Category, all around.",Anzeigetafel für die aktuelle Gruppe plus die Top 3 Heber der jeweiligen Gewichtsklasse.,"Cuadro de indicadores del grupo actual más los 3 mejores levantadores de categoría, todo.","Painel de avaliação do grupo atual além dos 3 principais levantadores da categoria, em todos os lugares."
Scoreboard.Leaders,Leaders:,Meneurs: ,,,Leaders:,Лидеры потока в весовой категории:,Leaders:,Rangliste:,Líderes,Líderes:
Scoreboard.WaitingNextGroup,Waiting for next group.,En attente du prochain groupe.,,,Venter på næste gruppe.,Ждём следующий поток.,Waiting for next group.,Warte auf die nächste Gruppe,Esperando el próximo grupo.,Esperando Pelo Próximo Grupo.
WaitingForSite,Waiting for updates from the competition site.,En attente des informations du site de compétition.,,,Afventer opdatering fra konkurrence site,Ждём обновления с сайта соревнований.,Waiting for updates from the competition site.,Warte auf updates von der Wettkampfseite.,Esperando actualizaciones del sitio de la competencia.,Aguardando Atualizações do Sistema de Competição.
Scoreboard.TimeAllowed,Allowed,Alloué,,,Allokeret,Разрешено,Allowed,Erlaubt,Permitido,Permitido
PublicMsg.GroupDone,Results,Résultats.,,,Resultater.,Результаты,Resultat,Ergebnisse,Resultados.,Resultados
CurrentAthleteTitle,Current Athlete,Athlète courant,,,Nuværende atlet,Вызванный спортсмен,Current Athlete,Aktueller Athlet,Atleta actual,Atleta Atual
TeamMember?,Team Member?,Membre de l'équipe?,,,Holdmedlem?,К/Л зачёт?,Teammedlem?,Mannschafts-Mitglied?,Miembro del equipo?,Membro da equipe?
Score,Score,Score,,,Score,Сумма,Poäng,Punktzahl,Puntuación,Pontuação
Competition.informationTitle,Competition,Compétition,,,Stævne,Соревнование,Competition,Wettkampf,Competencia,Competição
Competition.federationTitle,Federation,Fédération,,,Forbund,Федерации,Förbund,Verband,Federación,Federação
Competition.rulesTitle,Options,Options,,,Indstillinger,Выбор,Options,Optionen,Opciones,Opção
Competition.presentationTitle,Display and Printout,Affichage et impression,,,Display og Udskrivning,Экран и документация,Display and Printout,Anzeige und Ausdruck,Pantalla e impresión,Exibição e impressão
Competition.specialRulesTitle,Non-standard Rules,Règles particulières,,,Non-standard Rules,Нестандартные правила,Non-standard Rules,Keine Standard Regeln,Reglas no estándar,Regras não padrão
Competition.teamSizeInvalid,Team size must be a number ≤ 99,La taille d'équipe doit être un nombre ≤ 99,,,Holdstørrelse skal være et tal ≤ 99,Размер команды должен быть числом ≤ 99,Team size must be a number ≤ 99,Mannschaft Größe muss eine Nummer ≤ 99 sein,El tamaño del equipo debe ser un número ≤ 99,O tamanho da equipe deve ser um número  ≤ 99
Competition.mensTeamSize,"Men's ""Top Results"" Team Size",Taille d'équipe hommes (meilleurs résultats),,,"""Top Resultater"" Mænd Holdstørrelse",Мужчины/Лучший результат/Размер команды,"Men's ""Top Results"" Team Size","männlich ""Top Ergebnisse"" Mannschaftsgröße","Hombres "" Resultados principales "" Tamaño del equipo","""Melhores Resultados"" Masculinos - Tamanho da Equipe"
Competition.womensTeamSize,"Women's ""Top Results"" Team Size",Taille d'équipe femmes (meilleurs résultats),,,"""Top Resulter"" Kvinder Holdstørrelse",Женщины/Лучший результат/Размер команды,"Women's ""Top Results"" Team Size","weiblich ""Top Ergebnisse"" Mannschaftsgröße","Mujeres ""Resultados Principales"" Tamaño del Equipo","""Melhores Resultados"" Femininos - Tamanho da Equipe"
Competition.teamSizeExplanation,"If a team size is given, the top point scores from team members are used, until the given team size is reached.\nIf empty, the points from all team members are counted.","Si une taille d'équipe est donnée, les meilleurs n résultats des équipiers sont retenus jusqu'à concurrence de la taille d'équipe.\nSi vide, les points de tous les équipiers sont comptés.",,,"Hvis holdstørrelse er angivet anvendes de højeste point score fra holddeltagerne, indtil holdstørrelsen er nået.\nIf empty, point fra alle holddeltagere tælles med","Если задан размер команды, то используются баллы от членов команды, пока не будет достигнут заданный размер команды.\nlf пусто, баллы от всех членов команды подсчитываются.","If a team size is given, the top point scores from team members are used, until the given team size is reached.\nIf empty, the points from all team members are counted.","Wenn eine Mannschaftsgröße angegeben wird, werden die besten Punktzahlen von Mannschaftsmitgliedern verwendet, bis die angegebene Mannschaftsgröße erreicht ist. \ Wenn leer, werden die Punkte aller Mannschaftsmitglieder gezählt.","Si se da un tamaño de equipo, se usan las puntuaciones máximas de los miembros del equipo, hasta que se alcanza el tamaño del equipo dado. \ nlf estó vacóo, se cuentan los puntos de todos los miembros del equipo.","Se um tamanho de equipe for especificado, as pontuações de pontos mais altos dos membros da equipe serão usadas, até que o tamanho especificado seja atingido.\nIf vazio, os pontos de todos os membros da equipe serão contados."
Competition.customScore,Enable custom score? ,Permettre édition du score?,,,Aktivér tilpasset score? (override total med tillæg/fradrag),"Включить общий итог (сумма), по результатам (Р+Т)? (отображение в перезаявках)",Enable custom score? (override total with bonus/penalties),Benutzerdefinierte Punktzahl aktivieren? (Gesamtsumme mit Bonus / Abzügen überschreiben),Habilitar puntuación personalizada? (anular total con bonificación / penalizaciones),Ativar Pontuação Personalizada?
Competition.customScoreExplanation,"For kids or special competitions, allow modification of total with bonuses or penalties.","Pour les compétitions jeunesse ou spéciales, permettre la modification du total par des bonus ou des pénalités.",,,"For specielle stævner, tillad modifikation af total med bonuspoint eller fradrag.","Для детей или специальных соревнований, разрешить вводить бонусы и штрафы по СУММЕ.","For kids or special competitions, allow modification of total with bonuses or penalties.",Für Kinder oder spezielle Wettkämpfe die Änderung der Gesamtsumme mit Boni oder Abzügen erlauben.,"Para niños o competencias especiales, permita la modificación del total con bonificaciones o penalizaciones.","Para crianças ou competições especiais, permitir a modificação do total com bônus ou penalidades"
Competition.genderOrder,"In mixed groups, group athletes by gender","Dans les groupes mixtes, regrouper les athlètes par genre.",,,"I mixed groups, gruppér atleter efter køn","В смешанных группах, группа спортсменов по полу.","In mixed groups, group athletes by gender",In gemischten Gruppen Gruppensportler nach Geschlecht,"En grupos mixtos, atletas grupales por género","Em grupos mistos, agrupar atletas por gênero"
Competition.genderOrderExplanation,"For competitions with mixed groups, in order to reduce the number of breaks and bar changes, call all girls first as a subgroup.","Dans une compétition avec groupes mixtes, afin de réduire le nombre de pauses et de changements d'haltère, appeler toutes les filles en premier en tant que sous-groupe.",,,"For stævner med mixed groups, start alle piger/kvinder først som en undergrupper for at reducere antallet af stangskift.","Доля соревнований со смешанными группами, с целью уменьшения количества перерывов смены грифов, выступление сначала девушек в подгруппе.","For competitions with mixed groups, in order to reduce the number of breaks and bar changes, call all girls first as a subgroup.","Gib bei Wettkämpfen mit gemischten Gruppen alle Mädchen zuerst als Untergruppe an, um die Anzahl der Pausen und Hantelwechsel zu verringern.","Para competiciones con grupos mixtos, para reducir el número de descansos y cambios de barra, llame a todas las niñas primero como un subgrupo.","Para competições com grupos mistos, para reduzir o número de quebras e trocas de barra, chame todas as meninas primeiro como um subgrupo."
SoundSystemProblem,"Technical problem with Sound: Signals will not be emitted by the main computer.<br>If the problem persists, switch to browser sounds or restart the competition system.","Problème technique avec le son: les sons ne seront pas émis par l'ordinateur.<br>Si le problème persiste, utilisez le son sur les navigateurs ou relancez le système.",,,Tekniske problemer med lyden af nedsignal: Nedsignalet udsendes ikke mere af serverenr.<br>Hvis problemet fortsætter skift til browser lyd eller genstart systemet.,"Техническая проблема со звуком:сигналы не будут излучаться главным компьютером.<br>если проблема не устранена, переключись на звуки браузера или перезагрузите систему соревнований.","Technical problem with Sound: Signals will not be emitted by the main computer.<br>If the problem persists, switch to browser sounds or restart the competition system.","Technisches Problem mit dem Sound: Der Hauptcomputer sendet keine Signale. <br> Wenn das Problem weiterhin besteht, wechseln Sie zu Browsersounds oder starte das Wettkampfsystem neu.","Problema técnico con el sonido: la computadora principal no emitió señales. <br> Si el problema persiste, cambie a los sonidos del navegador o reinicie el sistema de competencia.","Problema técnico com o som: os sinais não serão emitidos pelo computador principal. <br> Se o problema persistir, mude para os sons do navegador ou reinicie o sistema de competição."
Scoreboard.TopTeams,Top Teams,Meilleures équipes,,,Top Teams,Командный рейтинг (1-5 мест),Top Teams - Men,Top Mannschaften,Los mejores Equipos,Melhores Equipes - Masculino
Scoreboard.TopTeamsMen,Top Teams - Men,Meilleures équipes - Hommes,,,Top Teams - Mænd,Командный рейтинг — Мужчины,Top Teams - Men,Top Mannschaften - männlich,Los mejores Equipos - Hombres,Melhores Equipes - Masculino
Scoreboard.TopTeamsWomen,Top Teams - Women,Meilleures équipes - Femmes,,,Top Teams - Kvinder,Командный рейтинг — Женщины,Top Teams - Women,Top Mannschaften – weiblich,Los mejores Equipos - Mujeres,Melhores Equipes -  Feminina
Scoreboard.Done,# Athletes Scored (Done Groups),# Athlètes comptabilisés (groupes terminés),,,# Atleter (Afsluttede grupper),# Спортсмены (подсчёт),# Athletes (Done Groups),# Gewertete Athleten (fertige Gruppen),# Atletas (Grupos terminados),# Atletas (Grupos Concluídos)
Scoreboard.TeamSize,# Team Members,# Membres,,,# Holddeltagere,# Члены команды,# Team Members,# Mannschaftsmitglieder,# Miembros del equipo,# Membros Por Equipe
Scoreboard.Points,Points,Points,,,Point,Баллы,Points,Punkte,Puntos,Pontos
CompetitionBook.WSMF,Women's SMF,Femmes SMF,,,SMF Kvinder,Синклер-Женщины,SMF  Damer,weiblich SMF,SMF Femenino,SMF Feminino
CompetitionBook.WSMF_LeftHeader,SMF  Ranking,Classement SMF,Classement Sinclair - Sinclair Ranking,,SMF Placering,Рейтинг-Синклер,SMF Rankning,Platzierung SMF,Clasificación SMF,Classificação SMF
CompetitionBook.MSMF,Men's SMF,Hommes SMF,,,SMF Mænd,Синклер-Мужчины,Herrar SMF,männlich SMF,SMF Masculino,SMF Masculino
CompetitionBook.MSMF_LeftHeader,SMF  Ranking,Classement SMF,Classement SMF - SMF Ranking,,SMF Placering,Рейтинг-Синклер,SMFRank,Platzierung SMF,Clasificación SMF,Classificação SMF
Gender.F,Women,Femmes,,,Kvinder,Женщины,Damer,weiblich,Femenino,Feminino
Gender.M,Men,Hommes,,,Mænd,Мужчины,Herrar,männlich,Masculino,Masculino
TeamResults.Title,Team Results,Résultats par équipe,,,Holdresultater,Командные результаты,Team Results,Mannschats-Ergebnisse,Resultado por Equipo,Resultados Por Equipe
TeamResults.Points,Points,Points,,,Point,Баллы,Points,Punkte,Puntos,Pontos
TeamResults.Status,Status (Athletes Counted/Team Size),Statut (Athlètes comptés/Taille d'équipe),,,Status (Atleter medregnet/Holdstørrelse),Статус(подсчёт спортсменов/размер команды),Status (Athletes Counted/Team Size),Status (Athleten Gezählt/Mannschaftsgröße),Estado (atletas contados / tamaño del equipo),Status (Contagem de Atletas/ Tamanho da Equipe)
TeamResults.TeamNameFormat,{0} ({1}),{0} ({1}),,,{0} ({1}),{0} ({1}),{0} ({1}),{0} ({1}),{0} ({1}),{0} ({1})
Scoreboard.TopTeamsSinclair,Top Team Sinclair,Meilleurs Sinclair par équipe,,,Top Team Sinclair,Команда (1-5 мест) / Синклер,Top Team Sinclair,Top Mannschaft Sinclair,El mejor equipo Sinclair,Melhor Sinclair Por Equipe
Scoreboard.TopTeamsSinclairMen,Top Team Sinclair &ndash; Men,Meilleurs Sinclair par équipe &ndash; Hommes,,,Top Team Sinclair &ndash; Mænd,Командное первенство (1-5 мест) / Синклер &ndash; Мужчины,Top Team Sinclair &ndash; Men,Top Mannschaft Sinclair &ndash; männlich,"Hombres, Mejor Equipo Sinclair",Melhor Sinclair Por Equipe &ndash; Masculino
Scoreboard.TopTeamsSinclairWomen,Top Team Sinclair &ndash; Women,Meilleurs Sinclair par équipe &ndash; Femmes,,,Top Team Sinclair &ndash; Kvinder,Командное первенство (1-5 мест) / Синклер &ndash; Женщины,Top Team Sinclair &ndash; Women,Top Mannschaft Sinclair &ndash; weiblich,"Mujeres, Mejor Equipo Sinclair",Melhor Sinclair Por Equipe &ndash; Feminino
